date,corridor,event_intensity,tone_severity,news_volume_spike,price_volatility,disruption_label,disruption_label_source
2024-04-24,red_sea,33.61,59.24,32.51,30.67,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-25,red_sea,42.86,60.95,36.81,32.79,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-26,red_sea,48.58,61.78,37.81,35.84,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-27,red_sea,59.26,65.85,38.4,38.68,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-28,red_sea,51.13,64.71,33.85,42.42,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-29,red_sea,54.51,66.27,35.94,45.13,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-30,red_sea,52.58,63.67,36.65,47.09,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-01,red_sea,52.29,63.8,38.27,61.74,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-02,red_sea,46.61,62.26,36.43,76.61,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-03,red_sea,40.94,62.48,34.5,87.35,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-04,red_sea,39.31,61.95,32.51,85.4,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-05,red_sea,34.1,61.78,30.9,80.52,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-06,red_sea,29.77,60.43,29.61,80.52,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-07,red_sea,35.25,59.22,31.92,80.51,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-08,red_sea,35.34,57.21,32.02,80.43,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-09,red_sea,35.74,57.83,32.47,67.33,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-10,red_sea,28.97,58.47,29.35,50.92,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-11,red_sea,28.34,58.96,27.38,34.59,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-12,red_sea,25.59,57.42,24.83,31.28,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-13,red_sea,25.62,56.26,26.61,29.02,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-14,red_sea,29.03,56.09,31.14,33.0,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-15,red_sea,36.16,56.94,34.63,37.5,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-16,red_sea,41.08,56.9,36.65,48.02,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-17,red_sea,41.07,57.69,34.45,52.96,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-18,red_sea,41.15,59.15,34.79,57.37,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-19,red_sea,38.32,59.85,32.24,58.03,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-20,red_sea,38.88,60.21,33.28,58.04,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-21,red_sea,35.67,58.41,31.55,53.3,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-22,red_sea,34.79,58.96,32.54,50.26,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-23,red_sea,34.72,60.9,33.74,40.56,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-24,red_sea,38.57,62.06,35.78,31.55,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-25,red_sea,39.7,61.64,33.42,20.84,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-26,red_sea,35.85,58.83,29.27,16.77,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-27,red_sea,30.48,58.0,27.47,16.77,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-28,red_sea,38.72,58.74,33.61,31.87,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-29,red_sea,52.24,61.12,43.62,46.48,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-30,red_sea,53.58,63.14,47.53,58.26,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-05-31,red_sea,59.57,67.32,58.97,59.88,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-01,red_sea,54.37,67.71,54.4,61.98,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-02,red_sea,56.16,67.35,52.8,66.9,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-03,red_sea,44.33,64.16,42.05,74.17,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-04,red_sea,38.88,60.99,41.35,70.31,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-05,red_sea,37.06,58.11,39.8,66.2,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-06,red_sea,37.27,58.44,39.68,65.58,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-07,red_sea,40.35,62.35,43.74,75.04,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-08,red_sea,41.99,63.34,47.11,84.77,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-09,red_sea,43.14,65.37,44.51,83.73,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-10,red_sea,39.47,63.74,37.47,74.78,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-11,red_sea,33.36,64.15,35.22,59.7,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-12,red_sea,31.22,61.89,38.82,43.7,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-13,red_sea,40.63,64.16,49.77,31.15,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-14,red_sea,57.57,67.29,61.24,26.17,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-15,red_sea,69.08,71.36,64.73,22.1,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-16,red_sea,71.98,71.98,57.53,23.54,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-17,red_sea,71.04,70.75,49.4,21.0,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-18,red_sea,63.14,67.37,43.41,25.1,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-19,red_sea,59.61,66.77,54.91,28.53,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-20,red_sea,55.17,66.85,57.52,35.44,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-21,red_sea,50.42,66.92,56.18,34.55,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-22,red_sea,48.88,65.73,44.41,34.34,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-23,red_sea,53.51,66.68,44.99,33.2,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-24,red_sea,60.71,66.99,48.32,33.91,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-25,red_sea,57.86,64.67,45.51,26.77,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-26,red_sea,40.73,61.25,39.92,23.77,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-27,red_sea,41.54,59.63,39.91,22.84,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-28,red_sea,44.7,61.24,40.93,29.6,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-29,red_sea,55.2,63.98,38.09,32.21,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-06-30,red_sea,46.34,63.3,30.15,32.03,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-01,red_sea,38.07,61.14,28.87,32.98,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-02,red_sea,32.02,58.3,30.52,37.79,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-03,red_sea,35.28,58.41,38.15,39.74,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-04,red_sea,31.18,55.96,37.79,39.58,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-05,red_sea,24.0,55.09,35.88,35.54,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-06,red_sea,15.75,51.91,32.64,34.38,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-07,red_sea,16.87,53.75,32.49,34.39,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-08,red_sea,21.8,54.52,35.06,37.65,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-09,red_sea,26.11,57.29,35.11,35.61,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-10,red_sea,29.34,58.94,37.86,33.72,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-11,red_sea,31.37,59.66,42.63,28.34,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-12,red_sea,35.44,60.12,42.49,30.26,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-13,red_sea,36.18,58.16,38.04,32.02,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-14,red_sea,33.67,55.59,28.86,34.03,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-15,red_sea,36.25,56.21,31.44,31.74,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-16,red_sea,45.0,59.56,42.62,28.69,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-17,red_sea,51.15,62.69,48.48,27.01,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-18,red_sea,48.41,62.24,46.35,28.39,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-19,red_sea,42.19,63.75,47.7,29.45,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-07-20,red_sea,44.52,64.63,54.08,29.14,0,
2024-07-21,red_sea,52.19,69.41,70.93,28.06,0,
2024-07-22,red_sea,59.07,67.56,65.59,30.87,0,
2024-07-23,red_sea,56.16,66.64,59.46,32.64,0,
2024-07-24,red_sea,47.83,61.1,44.8,38.4,0,
2024-07-25,red_sea,37.11,59.74,41.93,39.42,0,
2024-07-26,red_sea,30.82,58.59,36.84,41.76,0,
2024-07-27,red_sea,29.18,58.82,33.33,40.11,0,
2024-07-28,red_sea,21.72,57.6,26.9,40.39,0,
2024-07-29,red_sea,21.45,57.91,26.83,38.33,0,
2024-07-30,red_sea,17.75,56.85,25.41,37.97,0,
2024-07-31,red_sea,25.79,60.14,34.65,45.23,0,
2024-08-01,red_sea,29.54,60.68,41.08,54.58,0,
2024-08-02,red_sea,32.34,64.69,47.32,68.42,0,
2024-08-03,red_sea,35.21,64.52,45.45,74.65,0,
2024-08-04,red_sea,38.2,67.39,42.29,80.84,0,
2024-08-05,red_sea,36.54,66.36,41.07,80.84,0,
2024-08-06,red_sea,37.06,65.08,44.3,79.89,0,
2024-08-07,red_sea,34.69,62.26,48.24,76.76,0,
2024-08-08,red_sea,36.26,62.47,50.22,81.12,0,
2024-08-09,red_sea,40.7,64.03,49.77,76.89,0,
2024-08-10,red_sea,37.6,63.5,41.98,74.84,0,
2024-08-11,red_sea,32.69,61.79,35.66,65.29,0,
2024-08-12,red_sea,24.95,58.7,29.98,63.35,0,
2024-08-13,red_sea,32.82,61.43,40.22,59.48,0,
2024-08-14,red_sea,36.97,63.25,47.53,57.32,0,
2024-08-15,red_sea,31.51,62.91,48.49,51.79,0,
2024-08-16,red_sea,21.63,60.49,41.02,52.78,0,
2024-08-17,red_sea,16.52,57.22,30.82,52.07,0,
2024-08-18,red_sea,18.56,57.54,28.22,56.67,0,
2024-08-19,red_sea,19.3,56.1,30.2,49.77,0,
2024-08-20,red_sea,21.42,56.09,33.17,47.62,0,
2024-08-21,red_sea,32.37,60.6,43.44,45.85,0,
2024-08-22,red_sea,48.55,64.09,50.29,47.49,0,
2024-08-23,red_sea,58.82,67.28,57.21,49.73,0,
2024-08-24,red_sea,52.46,66.49,52.8,51.59,0,
2024-08-25,red_sea,38.18,68.09,44.46,56.94,0,
2024-08-26,red_sea,40.35,71.09,47.8,56.94,0,
2024-08-27,red_sea,48.63,72.82,53.35,58.65,0,
2024-08-28,red_sea,59.57,71.1,64.08,56.29,0,
2024-08-29,red_sea,59.5,67.55,68.35,55.34,0,
2024-08-30,red_sea,52.49,64.5,65.61,56.31,0,
2024-08-31,red_sea,36.75,64.49,54.85,61.35,0,
2026-08-16,red_sea,17.84,60.31,33.28,64.99,0,
2026-08-17,red_sea,6.05,55.53,19.64,45.46,0,
2026-08-18,red_sea,1.9,50.0,12.29,29.44,0,
2026-08-19,red_sea,2.03,50.0,13.72,13.41,0,
2026-08-20,red_sea,2.16,50.0,14.99,16.91,0,
2026-08-21,red_sea,2.29,50.0,16.19,16.91,0,
2026-08-22,red_sea,2.42,50.0,17.3,16.91,0,
2026-08-23,red_sea,2.55,50.0,18.32,16.91,0,
